title,year
Purab Aur Pachhim,1971
Anand,1971
Upaasna,1971
Lakhon Me Ek,1971
Main Sunder Hoon,1971
Adhikar,1971
Andaz,1971
Haathi Mere Saathi,1971
Purani Pehchan,1971
Tere Mere Sapne,1971
Pyar Ki Kahani,1971
Jaane-Anjaane,1971
Elaan,1971
Chhoti Bahu,1971
Aahat - Ek Ajeeb Kahani,1971
Mela,1971
Ek Din Aadhi Raat,1971
Kal Aaj Aur Kal,1971
Chingari,1971
Aap Aye Bahaar Ayee,1971
Parwana,1971
Reshma Aur Shera,1971
Preetam,1971
Rakhwala,1971
Nadaan,1971
Do Boond Pani,1971
Kathputli,1971
Mere Apne,1971
Man Tera Tan Mera,1971
Hungama,1971
Anubhav,1971
Badnam Farishte,1971
Do Raha,1971
Haré Rama Haré Krishna,1971
Mera Gaon Mera Desh,1971
Caravan,1971
Dushmun,1971
Lal Patthar,1971
Hulchul,1971
Gambler,1971
Sharmeelee,1971
Paraya Dhan,1971
Buddha Mil Gaya,1971
Maryada,1971
Uphaar,1971
Saat Sawal Yane Haatim Tai,1971
Badnam Basti,1971
Balidaan,1971
Bikhare Moti,1971
Naya Zamana,1971
Banphool,1971
Patanga,1971
Ashad Ka Ek Din,1971
Ganga Tera Pani Amrit,1971
Phir Bhi,1971
Waisa Bhi Hota Hai,1971
Lagan,1971
Ek Nari Ek Brahmachari,1971
Memsaab,1971
Man Mandir,1971
Saaz Aur Sanam,1971
Parde Ke Peechey,1971
Seema,1971
Door Ka Raahi,1971
Hum Tum Aur Woh,1971
Jawan Muhabat,1971
Jwala,1971
Paras,1971
Tulsi Vivah,1971
Preet Ki Dori,1971
Jai Jawan Jai Makan,1971
Nange Paon,1971
Bird of Happiness,1971
Dost Aur Dushman,1971
Shri Krishna Leela,1971
Daku Mansingh,1971
Behroopia,1971
Seema,1971
Woh Din Yaad Karo,1971
Khoj,1971
Johar Mehmood in Hong Kong,1971
Albela,1971
Sansar,1971
Jai Bangladesh,1971
Ladki Pasand Hai,1971
Chahat,1971
Kabhi Dhoop Kabhi Chhaon,1971
Duniya Kya Jane,1971
Ramu Ustad,1971
Thi Reeta,1971
Naa,1971
Ek Do,1971
Action for Calcutta,1971
Kahani Har Zamane Ki,1971
Putlibai,1972
Kanch Aur Heera,1972
Baazigar,1972
Parivartan,1972
Doctor X,1972
Manavata,1972
Sant Tulsidas,1972
Kaun Sachha Kaun Jhoota,1972
Baankelal,1972
Bijli,1972
Midnight,1972
Narad Leela,1972
Hunterwali,1972
Kundan,1972
Chori Chori,1972
Aage Barho,1972
Darar,1972
Rivaaj,1972
Lady James Bond,1972
Lalach,1972
Shehar Se Door,1972
Return of Johny,1972
Loree,1972
Kavi Sammelan,1972
Shiv Bhakat Baba Balak Nath,1972
Samanta,1972
Bhaavna,1972
Ustad Mera Naam,1972
Ratna Dakoo,1972
Maalik Tere Bande Hum,1972
Pattharon Ka Shaher,1972
Jadoo Nagari,1972
Bhabhi Ka Ashirwad,1972
Fighter Sheela,1972
Kirchen,1972
Desh Ke Naam,1972
Kaamina,1972
Rajdhani Express,1972
Amar Prem,1972
Naag Panchami,1972
Ek Hasina Do Diwane,1972
Piya Ka Ghar,1972
Sanjog,1972
Bombay to Goa,1972
Dastaan,1972
Zaroorat,1972
Aankhon Aankhon Mein,1972
Haar Jeet,1972
Apradh,1972
Garam Masala,1972
Bhai Ho To Aisa,1972
Lalkar (The Challenge),1972
Bawarchi,1972
Jawani Diwani,1972
Raampur Ka Lakshman,1972
Ek Nazar,1972
Bansi Birju,1972
Joroo Ka Ghulam,1972
Milap,1972
Anokhi Pehchan,1972
Mere Jeevan Saathi,1972
Parichay,1972
Maalik,1972
Roop Tera Mastana,1972
Seeta Aur Geeta,1972
Gomti Ke Kinare,1972
Koshish,1972
Raaste Kaa Patthar,1972
Anuraag,1972
Victoria No. 203,1972
Sabse Bada Sukh,1972
Samadhi,1972
Gora Aur Kala,1972
Jangal Mein Mangal,1972
Shor,1972
Apna Desh,1972
Annadata,1972
Shehzada,1972
Shararat,1972
Raja Jani,1972
Ek Bar Mooskura Do,1972
Do Gaz Zameen Ke Neeche,1972
Ek Bechara,1972
Double Cross,1972
Rakhi Aur Hathkadi,1972
Dharkan,1972
Buniyaad,1972
Jaanwar Aur Insaan,1972
Wafaa,1972
Rani Mera Naam,1972
Do Yaar,1972
Be-Imaan,1972
Yeh Gulistan Hamara,1972
Dil Ka Raaja,1972
Aan Baan,1972
Dil Daulat Duniya,1972
Savera,1972
Jeet,1972
Zameen Aasmaan,1972
Zindagi Zindagi,1972
Sazaa,1972
Anokha Milan,1972
Sa-Re-Ga-Ma-Pa,1972
Pyaar Diwana,1972
Jai Jwala,1972
Maya Darpan,1972
Parchhaiyan,1972
Bindiya Aur Bandook,1972
Shayar-e-Kashmir Mahjoor,1972
Tanhai,1972
Babul Ki Galiyan,1972
Gaon Hamara Shaher Tumhara,1972
Anokha Daan,1972
Bees Saal Pehle,1972
Sub Ka Saathi,1972
Man Jaiye,1972
Mahashivratri,1972
Mangetar,1972
Aankh Micholi,1972
Mehmil,1972
Do Bachche Dus Haath,1972
Tangewala,1972
Mere Bhaiya,1972
Shaadi Ke Baad,1972
Mome Ki Gudiya,1972
Trisandhya,1972
Munimji,1972
Ek Adhuri Kahani,1972
Ek Khilari Bawan Pattey,1972
Bharat Ke Shaheed,1972
Bandagi,1972
Yaar Mera,1972
Baharon Phool Barsao,1972
Rut Rangeeli Ayee,1972
Grahan,1972
Achha Bura,1972
Mehmaan,1972
Bharat Darshan,1972
Dakshina Haryana,1972
Birju Maharaj,1972
Samaanta,1972
Sanadhi,1972
Sabak,1973
Naina,1973
Mera Desh Mera Dharam,1973
Charitra,1973
Jai Hanuman,1973
Alam Ara,1973
Prabhaat,1973
Birbal My Brother,1973
Ashiq C.I.D.,1973
Nai Duniya Naye Log,1973
Chimni Ka Dhuan,1973
Ek Mousam Chota Sa,1973
Inspector Rekha,1973
Guru Aur Chela,1973
Sonal,1973
Basti Aur Bazaar,1973
Badle Ki Aag,1973
Hum Junglee Hain,1973
Pandav Banvas,1973
Phir Aya Toofan,1973
Bheema Mera Haathi,1973
Jhoom Utha Akash,1973
Insaan Aur Insaan,1973
Janma Deep,1973
Shree Krishna Bhakti,1973
Vilaap,1973
Mera Shikar,1973
Jasoos Ladki,1973
Gharibi Hatao,1973
Aakrant,1973
Rajkumar Sooraj,1973
Dastaan E Kashmir,1973
Johny Mera Yaar,1973
Ganesh Chaturti,1973
Sultana Daku,1973
Daaman Aur Aag,1973
Raja Rani,1973
Dhund,1973
Bandhe Haath,1973
Honeymoon,1973
Pyaasi Nadi,1973
Loafer,1973
Banarasi Babu,1973
Nannha Shikari,1973
Wohi Raat Wohi Awaaz,1973
Anhonee,1973
Daag: A Poem of Love,1973
Chhupa Rustam,1973
Zanjeer,1973
Anamika,1973
Nafrat,1973
Samjhauta,1973
Slender Threads,1973
Rocky Mera Naam,1973
Bada Kabutar,1973
Dhamkee,1973
Abhimaan,1973
Gehri Chaal,1973
Rickshawala,1973
Jheel Ke Us Paar,1973
Jugnu,1973
Padatik,1973
Bobby,1973
Joshila,1973
Saudagar,1973
Manchali,1973
Haathi Ke Daant,1973
Procession of Memories,1973
Jwar Bhata,1973
Aa Gale Lag Jaa,1973
Namak Haraam,1973
Kashmakash,1973
Dharma,1973
Duvidha,1973
Blackmail,1973
Hanste Zakhm,1973
Shareef Budmaash,1973
Heera Panna,1973
Achanak,1973
Gaddaar,1973
Ghulam Begum Badshah,1973
Aaj Ki Taaza Khabar,1973
Kahani Kismat Ki,1973
Hindustan Ki Kasam,1973
Prem Parvat,1973
Chalaak,1973
Khoon Khoon,1973
Phagun,1973
Yauwan,1973
Ek Kunwari Ek Kunwara,1973
Jaise Ko Taisa,1973
Suraj Aur Chanda,1973
Taxi Driver,1973
Ek Nari Do Roop,1973
Dil Ki Rahen,1973
Anokhi Ada,1973
Ek Mutthi Aasmaan,1973
Pyaar Ka Rishta,1973
Heera,1973
Intezar,1973
Insaaf,1973
Vishnu Puran,1973
Jalte Badan,1973
Hifazat,1973
Rani Aur Jaani,1973
Paanch Dushman,1973
Agni Rekha,1973
Mere Gharib Nawaz,1973
Mahasati Savitri,1973
Ek Nao Do Kinare,1973
Teen Chor,1973
Nirdosh,1973
Hum Sab Chor Hain,1973
Dur Naheen Manzil,1973
Keemat,1973
Sampoorna Ramayan,1973
Sweekar,1973
Chhalia,1973
Naya Nasha,1973
Kunwara Badan,1973
Gaai Aur Gori,1973
Kahani Hum Subb Ki,1973
Kora Anchal,1973
Jyot Jale,1973
Barkha Bahar,1973
Aangan,1973
Mehmaan,1973
Apna Farz,1973
Iska Kya Karen,1973
Baal Mahabharat,1973
Seetaram Radheshyam,1973
Ek Naav Kinare Do,1973
Naag Mere Saathi,1973
Shandaar,1974
Nirmaan,1974
Kisan Aur Bhagwan,1974
Gupt Gyan,1974
Ghatna,1974
Jurm Aur Sazaa,1974
Apradhi,1974
Do Juari,1974
Amar Saheed Bhagat Singh,1974
Yasmeen,1974
Ranuja Na Raja Ramdev,1974
Paanch Dost,1974
Ganga,1974
Gaal Gulabi Nain Sharabi,1974
Dastan-E-Laila Majnu,1974
Pagli,1974
Kshitij,1974
Badi Maa,1974
Bhoot Mera Saathi,1974
Yeh Chor Yeh Lutere,1974
Suhaani Raat,1974
Himmatwali,1974
Khooni Kaun,1974
Shubdin,1974
Dukh Sukh,1974
Sapane Suhane,1974
Shikwah,1974
Dak Bangla,1974
Roshni aur Andhera,1974
Do Haath 100 Bandooken,1974
Manoranjan,1974
Aarop,1974
Khote Sikkay,1974
Asliyat,1974
Kora Badan,1974
Jungle Queen,1974
Chor Machaye Shor,1974
Do Phool,1974
Geetaa Mera Naam,1974
Dost,1974
Aap Ki Kasam,1974
Phir Kab Milogi,1974
Do Nambar Ke Amir,1974
Khoon Ki Keemat,1974
Kora Kagaz,1974
Naya Din Nai Raat,1974
Prem Nagar,1974
Imtihan,1974
Paap Aur Punya,1974
Jab Andheraa Hota Hai,1974
Do Chattane,1974
Ankur,1974
36 Ghante,1974
Doosri Sita,1974
Chor Chor,1974
Sagina,1974
Amir Garib,1974
Anjaan Raahen,1974
Ek Ladki Badnaam Si,1974
Trimurti,1974
Kasauti,1974
5 Rifles,1974
Patthar Aur Payal,1974
Aashiana,1974
Resham Ki Dori,1974
Haath Ki Safai,1974
Call Girl,1974
Ajanabee,1974
International Crook,1974
Chhote Sarkar,1974
Aavishkar,1974
Bidaai,1974
Roti,1974
Roti Kapada Aur Makaan,1974
Benaam,1974
Albeli,1974
Kunwara Baap,1974
Majboor,1974
Rajnigandha,1974
Hawas,1974
Thokar,1974
Pocket Maar,1974
Alingan,1974
Madhosh,1974
Pran Jaye Par Vachan Na Jaye,1974
Shaitaan,1974
Manzilein Aur Bhi Hain,1974
Zehreela Insaan,1974
27 Down,1974
Charitraheen,1974
Paise Ki Gudiya,1974
Hamrahi,1974
Dil Diwana,1974
Duniya Ka Mela,1974
Insaaniyat,1974
Jeevan Rekha,1974
Ishk Ishk Ishk,1974
Badhti Ka Naam Dadhi,1974
Vachan,1974
Woh Main Nahin,1974
Humshakal,1974
Dulhan,1974
Imaan,1974
Badla,1974
Ujala Hi Ujala,1974
Parinay,1974
Jeevan Sangram,1974
Sauda,1974
Har Har Mahadev,1974
Vada Tera Vada,1974
Prem Shastra,1974
Archana,1974
Chowkidar,1974
Do Aankhen,1974
Us-Paar,1974
Maa Bahen Aur Biwi,1974
Hanuman Vijay,1974
Goonj,1974
Chattan Singh,1974
Azad Mohabbat,1974
Sati Anusuya,1974
The Cheat,1974
Mr. Romeo,1974
Raja Kaka,1974
Shatranj Ke Mohre,1974
Shubh Din,1974
Jadu Ka Shankh,1974
Faslah,1974
Ang Se Ang Lagaley,1974
Dhuen Ki Lakeer,1974
Dawat,1974
Lav Kush,1974
Shikwa,1974
Jai Radhe Krishna,1974
Bazaar Band Karo,1974
My Friend,1974
Balak Dhruv,1974
Aakhri Nishan,1974
Sahavari,1974
Bal Sansar,1974
Apne Rang Hazaar,1975
Kaam Shastra,1975
Mrig Trishna,1975
Vardaan,1975
Samasya,1975
Mere Sartaj,1975
Romeo in Sikkim,1975
Shree Satyanarayan Ki Maha Pooja,1975
Dimple,1975
Dayar E Madina,1975
Gupt Shastra,1975
Maya Machhindra,1975
Bombay Town,1975
Saraswati Lakshmi Parvati,1975
Mahapavan Teerth Yatra,1975
Kala Bazar,1975
Veeru Ustaad,1975
Anjane Mehman,1975
Sandhya,1975
Awara Ladki,1975
Toofan Aur Bijlee,1975
Inquilab Zindabad,1975
Hamara Dharam,1975
Maze Le Lo,1975
Baaghi Lutera,1975
The Runaways,1975
Warrant,1975
Anari,1975
Deewaar,1975
Aandhi,1975
Ek Hans Ka Jora,1975
Julie,1975
Zameer,1975
Amanush,1975
Anokha,1975
Andhera,1975
Chupke Chupke,1975
Chori Mera Kaam,1975
Khushboo,1975
Aakraman,1975
Zakhmee,1975
Qaid,1975
Jai Santoshi Maa,1975
Zeenat,1975
Mili,1975
Pratiggya,1975
Geet Gaata Chal,1975
Ek Mahal Ho Sapno Ka,1975
Dharmatma,1975
Kaala Sona,1975
Chorus,1975
Rani Aur Lalpari,1975
Sholay,1975
Tumhara Kalloo,1975
Nishant,1975
Chaitali,1975
Zinda Dil,1975
Zorro,1975
Apne Dushman,1975
Faraar,1975
Dharam Karam,1975
Salaakhen,1975
Daaku,1975
Mausam,1975
Uljhan,1975
Sanyasi,1975
Natak,1975
Saazish,1975
Kaagaz Ki Nao,1975
Prem Kahani,1975
Ranga Khush,1975
Ponga Pandit,1975
Umar Qaid,1975
Charandas Chor,1975
Toofan,1975
Dhoti Lota Aur Chowpatty,1975
Do Jhoot,1975
Raaja,1975
Himalay Se Ooncha,1975
Sunehra Sansar,1975
Zindagi Aur Toofan,1975
Ek Gaon Ki Kahani,1975
Aakhri Daao,1975
Sewak,1975
Raftaar,1975
Sankalp,1975
Dafaa 302: Indian Penal Code Section 302 (Section of Murder),1975
Mazaaq,1975
Lafange,1975
Alakh Niranjan,1975
Jaan Hazir Hai,1975
Daku Aur Bhagwan,1975
Jaggu,1975
Andolan,1975
Kahtey Hain Mujhko Raja,1975
Vandana,1975
Do Thug,1975
Angaarey,1975
Aag Aur Toofan,1975
Mounto,1975
Yashoda Krishna,1975
Badnaam,1975
Neelima,1975
Biwi Kiraya Ki,1975
Munni,1975
Balak Aur Janwar,1975
Chor Chor Chhupja,1975
Mere Sajna,1975
Ganga Ki Kasam,1975
Akela,1975
Aakhri Geet,1975
Mutthi Bhar Chawal,1975
Shri Ram Hanuman Yudha,1975
Papa Miya of Aligarh,1975
Stree Purush,1975
My Dreams,1975
Madhya Surya,1975
Filmi Duniya Filmi Log,1976
Khalifa,1976
Fauji,1976
Ladki Bholi Bhali,1976
Sankoch,1976
Mayooraa,1976
Noor E Ilaahi,1976
Zid,1976
Kitne Paas Kitne Door,1976
Phool aur Insaan,1976
Udaanchoo,1976
Gabbar Singh,1976
Naya Samaj,1976
Ma Amba Gabbarwali,1976
Gora Babu,1976
Yaari Zindabad,1976
Chalees Chor,1976
Pyar Ka Josh,1976
Aaj Ki Pukar,1976
Idd Ka Salaam,1976
Teesra Patthar,1976
Chhoti Si Baat,1976
Nagin,1976
Do Ladkiyan,1976
Kalicharan,1976
Kabhi Kabhie,1976
Shankar Shambhu,1976
Khaan Dost,1976
Sabse Bada Rupaiya,1976
Dus Numbri,1976
Bhanwar,1976
Charas,1976
Raeeszada,1976
Sharafat Chhod Di Main Ne,1976
Chhatrabhang,1976
Rakshaa Bandhan,1976
Mehbooba,1976
Shankar Dada,1976
Do Shatru,1976
Jaaneman,1976
Balika Badhu,1976
Fakira,1976
Ek Se Badhkar Ek,1976
Bajrangbali,1976
The Churning,1976
Rikki-Tikki-Tavi,1976
Hera Pheri,1976
Chalte Chalte,1976
Do Jasoos,1976
Bairaag,1976
Udhar Ka Sindur,1976
Aap Beati,1976
Gumrah,1976
Do Anjaane,1976
Business Is People,1976
Aaj Ka Ye Ghar,1976
Kabeela,1976
Tapasya,1976
Bullet,1976
Adalat,1976
Do Khiladi,1976
Chitchor,1976
Maha Chor,1976
Sangram,1976
Arjun Pandit,1976
Shaque,1976
Maa,1976
Bundal Baaz,1976
Ginny Aur Johnny,1976
Harfan Maulaa,1976
Mazdoor Zindabaad,1976
Nehle Pe Dehlaa,1976
Jeevan Jyoti,1976
Zindagi,1976
Barood,1976
Aarambh,1976
Lagaam,1976
Jai Mahalaxmi Maa,1976
Kasam,1976
Bhoola Bhatka,1976
Play-Boy,1976
Aaj Ka Mahaatma,1976
Mera Jiwan,1976
Sikka,1976
Mera Dharam Meri Maa,1976
Deewaangee,1976
Suntan,1976
Naach Uthe Sansaar,1976
Naag Champa,1976
Zamane Se Poocho,1976
Bhagwan Samaye Sansar Mein,1976
Sikandar,1976
Koi Jeeta Koi Haara,1976
Rangilla Ratan,1976
Sangat,1976
Sajjo Rani,1976
Noor-E-Elahi,1976
Kadambari,1976
Raakhi Aur Rifle,1976
Ali Baba,1976
Alibaba,1976
Uranchoo,1976
Meera Shyam,1976
Raees,1976
Shahi Lutera,1976
A Small Family,1976
Murde,1976
Phir Bolo Aaye Sant Kabir,1976
Main Chor Hoon,1976
Jadu Tona,1977
Duniyadari,1977
Adi Manav,1977
Amaanat,1977
Do Dilwale,1977
Hunterwali 77,1977
Minoo,1977
Subah Zaroor Aayegi,1977
Chhoti Behan,1977
Wafadar,1977
Mamta,1977
Zee Boom Ba,1977
Mahima Shree Ram Ki,1977
Mera Dosti Tera Pyar,1977
Amar Shilpi,1977
Smothered Voices,1977
Susheela,1977
Kalabaaz,1977
Chacha Bhatija,1977
Immaan Dharam,1977
Dream Girl,1977
Khoon Pasina,1977
Paapi,1977
Anurodh,1977
Tyaag,1977
Tinku,1977
Yehi Hai Zindagi,1977
Aaina,1977
Kinara,1977
Dhoop Chhaon,1977
Chandi Sona,1977
Alaap,1977
Khel Khilari Ka,1977
Chhailla Babu,1977
Karm,1977
Hira Aur Patthar,1977
Mama Bhanja,1977
"Amar, Akbar and Anthony",1977
Kotwal Saab,1977
Aap Ki Khatir,1977
Chalta Purza,1977
Alibaba Marjinaa,1977
Hatyara,1977
Abhi To Jee Lein,1977
Agent Vinod,1977
Mrigayaa,1977
Mukti,1977
Gharaonda,1977
Hum Kisise Kum Naheen,1977
Dharam Veer,1977
Dulhan Wahi Jo Piya Man Bhaaye,1977
Maha Badmaash,1977
The Chess Players,1977
Doosara Aadmi,1977
Ananda Ashram,1977
Thief of Baghdad,1977
Charandas,1977
Palkon Ki Chhaon Mein,1977
Chala Murari Hero Banne,1977
Parvarish,1977
Bhumika,1977
Inkaar,1977
Safed Haathi,1977
Jai-Vijay,1977
Yaarron Ka Yaar,1977
Sahib Bahadur,1977
Pandit Aur Pathan,1977
Darinda,1977
Khel Khel Mein,1977
Aashiq Hoon Baharon Ka,1977
Apnapan,1977
Shirdi Ke Sai Baba,1977
Paheli,1977
Jallian Wala Bagh,1977
Mastan Dada,1977
Kitaab,1977
Swami,1977
Videsh,1977
Aafat,1977
Aadmi Sadak Ka,1977
Kacha Chor,1977
Agar... If,1977
Sri Raam Vanavas,1977
Zamaanat,1977
Kurukshetra,1977
Darling Darling,1977
Haiwan,1977
Ram Bharose,1977
Vishwasghaat,1977
Chaalu Mera Naam,1977
Dildaar,1977
Do Chehere,1977
Naami Chor,1977
Chakkar Pe Chakkar,1977
Farishta Ya Qatil,1977
Shankar Hussain,1977
Dashavatar,1977
Gyaniji,1977
Jai Dwarkadheesh,1977
Niyaz Aur Namaaz,1977
Do Sholay,1977
Aadha Din Aadhee Raat,1977
Khel Kismat Ka,1977
Ab Kya Hoga,1977
Chor Sipahee,1977
Ek Hi Raasta,1977
Jai Bolo Chakradhari,1977
Kali Raat,1977
Kasam Khoon Ki,1977
Daku Aur Mahatma,1977
Aakhri Goli,1977
Anand Mahal,1977
Jeevan Mukt,1977
Dil Aur Patthar,1977
Mandir Masjid,1977
Jai Ambe Maa,1977
Gayatri Mahima,1977
Janam Janam Na Saath,1977
Jagriti,1977
Mera Vachan Geeta Ki Qasam,1977
Taxi Taxie,1977
Ooparwala Jane,1977
Ladki Jawan Ho Gayi,1977
Chhota Baap,1977
Pratima Aur Payal,1977
Solah Shukrawar,1977
Prayashchit,1977
Aakhri Sajda,1977
Zangbo and the Zing Zing Bar,1977
Adha,1977
Perumaikkuriyaval,1977
Zehreeli,1977
Rahu Ketu,1978
Jogi,1978
Nag Devta,1978
Amulyam (Priceless),1978
Khunnus,1978
Nazrana,1978
Tyaag Patra,1978
Bahadur Jiska Naam,1978
Aap Se Pyar Hua,1978
Adiyug,1978
Tatya Tope,1978
Namaskar,1978
Nirlajj,1978
Sone Ki Lanka,1978
Teri Nazar Teri Ada,1978
Qaboot E Pawardigaar,1978
Sampoorna Sant Darshanam,1978
Habba Khatoon,1978
Aakhri Muqabla,1978
Mohabbat Ki Koi Dawa Nahin,1978
Sangeet,1978
Trishala Ka Laal,1978
Maa Aur Devar,1978
Farz Aur Khoon,1978
Toofani Takkar,1978
Atyachaar,1978
Gori,1978
Mauqaa,1978
Noor-E-Islam,1978
Daan Dahej,1978
Kal Subah,1978
Gunaahon Ka Devta,1978
Ek Dharti Sone Ki,1978
Geeta Bani Geet,1978
Hind Ki Wali,1978
Mezaan,1978
Dunk,1978
Watan Ke Khatir,1978
Jeb Tumhari Haath Hamare,1978
Samapan,1978
Baba Haji Malang,1978
Jamuna Ke Teer,1978
Insaan Aur Haiwan,1978
Dil Ek Khilona,1978
Ek Aurat Do Joote,1978
Hanstw Rehna,1978
Main Tumhari Hoon,1978
Pyar Ki Boond,1978
Aatma Aur Parmatma,1978
Mausam Badlaa Hain,1978
Bapu Ka Sapna,1978
Jagal Bhaag Hamar,1978
Apni Dharti Apna Desh,1978
Hazaar Haath,1978
Chautha Paalana,1978
Captain Karan,1978
Karunamoyee,1978
Muqable Ki Raat,1978
Ganga Ke God Mein,1978
Bindiya,1978
Nigah E Karam,1978
Azadi Pachchees Baras Ki,1978
Jab Jab Raat Woh Aayi,1978
Insaaf Kahan Hain,1978
Ulahana,1978
GOMTI NI SAKHEN,1978
Kharidaar,1978
Sajni,1978
Shaadi Kar Lo,1978
Jalan,1978
Vishwanath,1978
Darwaza,1978
Nasbandi,1978
Hungama Bombay Ishtyle,1978
Ghar,1978
Ganga Ki Saugand,1978
Kissaa Kursee Kaa,1978
Mera Rakshak,1978
Naya Daur,1978
Aakhri Daku,1978
Phaansi,1978
Tumhari Kassam,1978
Bandie,1978
Badaltey Rishtey,1978
Satyam Shivam Sundaram: Love Sublime,1978
Ankhiyon Ke Jharokhon Se,1978
Pal Do Pal Ka Saath,1978
Besharam,1978
Kasme Vaade,1978
Bhola Bhala,1978
Trishul,1978
Arvind Desai Ki Ajeeb Dastaan,1978
Don,1978
Anjane Mein,1978
Naukri,1978
Damaad,1978
Do Musafir,1978
Azaad,1978
Des Pardes,1978
Pati Patni Aur Woh,1978
Phandebaaz,1978
Trishna,1978
Phool Khile Hain Gulshan Gulshan,1978
Anpadh,1978
Main Tulsi Tere Aangan Ki,1978
Apna Khoon,1978
College Girl,1978
Dil Aur Deewaar,1978
Priyatama,1978
Muqaddar Ka Sikandar,1978
Devata,1978
Adventures of Aladdin,1978
Chor Ke Ghar Chor,1978
Bhookh,1978
Safed Jhoot,1978
Swarg Narak,1978
Gaman,1978
Shalimar,1978
Heeralal Pannalal,1978
Khatta Meetha,1978
Dillagi,1978
Kondura (The Sage from the Sea),1978
Saajan Bina Suhagan,1978
Sawan Ke Geet,1978
Anjaam,1978
Kaala Aadmi,1978
Chakravyuha,1978
Khoon Ka Badla Khoon,1978
Purana Purush,1978
Veer Parshuram,1978
Tumhare Liye,1978
Dil Se Mile Dil,1978
Khoon Ki Pukaar,1978
Amar Shakti,1978
Ek Baap Chhe Bete,1978
Chowki No.11,1978
Chamatkaar,1978
Chor Ho To Aisa,1978
Aankhin Dekhi,1978
Parmatma,1978
Karmayogi,1978
Toote Khilone,1978
Atithee,1978
Ram Kasam,1978
Madhu Malti,1978
Daku Aur Jawan,1978
Tere Pyaar Mein,1978
Anmol Tasveer,1978
Muqaddar,1978
Karwa Chouth,1978
Aahuti,1978
Sone Ka Dil Lohe Ke Haath,1978
Nawab Sahib,1978
Ganga Sagar,1978
Hamaara Sansaar,1978
Aankh Ka Tara,1978
Raja Rani Ko Chahiye Pasina,1978
Premi Gangaram,1978
Anokha Shivbhakt,1978
Dr. Iqbal,1978
Jai Ganesh,1978
Friends Together,1978
Har Har Gange,1979
Jeena Yahan,1979
Aakhri Kasam,1979
Habari,1979
Sultan E Hind: Gharib Nawaz,1979
Khoon Ki Holi,1979
Chamelee Memsaab,1979
Shyamla,1979
Gawaah,1979
Badmashon Ka Badmaash,1979
Kalank,1979
Bin Baap Ka Beta,1979
Amavas Ka Chand,1979
Ganga Aur Geeta,1979
Gunah Ki Raat,1979
Saahas,1979
Jai Baba Baidyanath,1979
Arab Ka Sona: Abu Kaalia,1979
Aulea-E-Islam,1979
Aarilirunthu Arubadhuvarai,1979
Hum Bhi Kuch Kum Nahi,1979
Agalvizhakku,1979
Heroine Ek Raat Ki,1979
Krishna Sudama,1979
Bayaan,1979
Raajdrohi,1979
Junoon,1979
Do Ladke Dono Kadke,1979
Shikshaa,1979
Sargam,1979
Aur Kaun?,1979
Sarkari Mehman,1979
Prem Bandhan,1979
Hamare Tumhare,1979
Inspector Eagle,1979
Naya Bakra,1979
Aatish,1979
Gautam Govinda,1979
Bhakti Mein Shakti,1979
Muqabla,1979
Jhoota Kahin Ka,1979
Dil Kaa Heera,1979
The Great Gambler,1979
Baton Baton Mein,1979
Gol Maal,1979
Magroor,1979
Dhongee,1979
Noorie,1979
Jurmana,1979
Kartavya,1979
Meera,1979
Jaani Dushman,1979
Mr. Natwarlal,1979
Shaitan Mujrim,1979
Surakksha,1979
Guru Ho Jaa Shuru,1979
Gopal Krishna,1979
Khandaan,1979
Cinema Cinema,1979
Griha Pravesh,1979
Duniya Meri Jeb Mein,1979
Raadha Aur Seeta,1979
Kaala Patthar,1979
Bin Phere Hum Tere,1979
Naalayak,1979
Manzil,1979
Lahu Ke Do Rang,1979
Yuvraaj,1979
Tarana,1979
Ahsaas,1979
Suhaag,1979
Lok Parlok,1979
Hum Tere Ashiq Hain,1979
Nauker,1979
Ladke Baap Se Badke,1979
Do Shikari,1979
Ahinsa,1979
Sunayana,1979
Dooriyaan,1979
Sawan Ko Aane Do,1979
Heera-Moti,1979
Amar Deep,1979
Dada,1979
Solva Sawan,1979
Prem Vivah,1979
Naiyya,1979
Shabhash Daddy,1979
Bagula Bhagat,1979
Iqraar,1979
Lakhan,1979
Atmaram,1979
Janta Hawaldar,1979
Aangan Ki Kali,1979
Sampark,1979
Love in Canada,1979
Salaam Memsaab,1979
Ratnadeep,1979
Teen Cheharey,1979
Jaan-E-Bahaar,1979
Saanch Ko Aanch Nahin,1979
Shaayad,1979
Ghar Ki Laaj,1979
Deen Aur Imaan,1979
Chambal Ki Rani,1979
Bhala Manus,1979
Aaj Ki Dhara,1979
Maan Apmaan,1979
Zulm Ki Pukar,1979
Bebus,1979
Meri Biwi Ki Shaadi,1979
Jaandaar,1979
Nagin Aur Suhagan,1979
Jai Mahakali,1979
Raja Harishchandrra,1979
Raakhi Ki Saugandh,1979
Do Hawaldar,1979
Pashu Palan,1979
Ganga Bhavani,1979
Nirnaya,1979
Chhath Maiya Ki Mahima,1979
Zaroorat Ki Purti,1979
Mahasati Maina Sundari,1979
Badla Aur Balidan,1980
Dilwale Dulhaniya Le Jayenge,1980
Ramu To Diwana Hai,1980
Room No. 203,1980
